"","sample","winhetbin_center","winhet_min","winhetbin_max","count"
"1728","GOC006",3.3,3.225,3.375,11
"1729","GOC006",3.45,3.375,3.525,8
"1730","GOC006",3.6,3.525,3.675,4
"1731","GOC006",3.75,3.675,3.825,3
"1732","GOC006",3.9,3.825,3.975,1
"1733","GOC006",4.05,3.975,4.125,1
"1734","GOC006",4.2,4.125,4.275,0
"1735","GOC006",4.35,4.275,4.425,0
"1736","GOC006",4.5,4.425,4.575,1
"1737","GOC006",4.65,4.575,4.725,1
"1738","GOC006",4.8,4.725,4.875,0
"1739","GOC006",4.95,4.875,5.025,0
"1740","GOC006",5.1,5.025,5.175,0
"1741","GOC006",5.25,5.175,5.325,1
"1742","GOC006",5.4,5.325,5.475,0
"1743","GOC006",5.55,5.475,5.625,0
"1744","GOC006",5.7,5.625,5.775,0
"1745","GOC006",5.85,5.775,5.925,0
"1746","GOC006",6,5.925,6.075,0
"1747","GOC006",6.15,6.075,6.225,0
"1748","GOC006",6.3,6.225,6.375,0
"1749","GOC006",6.45,6.375,6.525,0
"1750","GOC006",6.6,6.525,6.675,0
"1751","GOC006",6.75,6.675,6.825,0
"1752","GOC006",6.9,6.825,6.975,0
"1753","GOC006",7.05,6.975,7.125,0
"1754","GOC006",7.2,7.125,7.275,0
"1755","GOC006",7.35,7.275,7.425,0
"1756","GOC006",7.5,7.425,7.575,0
"1757","GOC006",7.65,7.575,7.725,0
"1758","GOC006",7.8,7.725,7.875,0
"1759","GOC006",7.95,7.875,8.025,0
"1760","GOC006",8.1,8.025,8.175,0
"1761","GOC010",0,-0.075,0.075,36
"1762","GOC010",0.15,0.075,0.225,4
"1763","GOC010",0.3,0.225,0.375,14
"1764","GOC010",0.45,0.375,0.525,13
"1765","GOC010",0.6,0.525,0.675,31
"1766","GOC010",0.75,0.675,0.825,54
"1767","GOC010",0.9,0.825,0.975,101
"1768","GOC010",1.05,0.975,1.125,125
"1769","GOC010",1.2,1.125,1.275,175
"1770","GOC010",1.35,1.275,1.425,193
"1771","GOC010",1.5,1.425,1.575,218
"1772","GOC010",1.65,1.575,1.725,239
"1773","GOC010",1.8,1.725,1.875,174
"1774","GOC010",1.95,1.875,2.025,176
"1775","GOC010",2.1,2.025,2.175,146
"1776","GOC010",2.25,2.175,2.325,132
"1777","GOC010",2.4,2.325,2.475,114
"1778","GOC010",2.55,2.475,2.625,97
"1779","GOC010",2.7,2.625,2.775,59
"1780","GOC010",2.85,2.775,2.925,42
"1781","GOC010",3,2.925,3.075,38
"1782","GOC010",3.15,3.075,3.225,20
"1783","GOC010",3.3,3.225,3.375,19
"1784","GOC010",3.45,3.375,3.525,23
"1785","GOC010",3.6,3.525,3.675,16
"1786","GOC010",3.75,3.675,3.825,9
"1787","GOC010",3.9,3.825,3.975,3
"1788","GOC010",4.05,3.975,4.125,4
"1789","GOC010",4.2,4.125,4.275,0
"1790","GOC010",4.35,4.275,4.425,1
"1791","GOC010",4.5,4.425,4.575,0
"1792","GOC010",4.65,4.575,4.725,0
"1793","GOC010",4.8,4.725,4.875,1
"1794","GOC010",4.95,4.875,5.025,1
"1795","GOC010",5.1,5.025,5.175,4
"1796","GOC010",5.25,5.175,5.325,1
"1797","GOC010",5.4,5.325,5.475,0
"1798","GOC010",5.55,5.475,5.625,0
"1799","GOC010",5.7,5.625,5.775,0
"1800","GOC010",5.85,5.775,5.925,0
"1801","GOC010",6,5.925,6.075,0
"1802","GOC010",6.15,6.075,6.225,0
"1803","GOC010",6.3,6.225,6.375,0
"1804","GOC010",6.45,6.375,6.525,0
"1805","GOC010",6.6,6.525,6.675,0
"1806","GOC010",6.75,6.675,6.825,0
"1807","GOC010",6.9,6.825,6.975,0
"1808","GOC010",7.05,6.975,7.125,0
"1809","GOC010",7.2,7.125,7.275,1
"1810","GOC010",7.35,7.275,7.425,0
"1811","GOC010",7.5,7.425,7.575,0
"1812","GOC010",7.65,7.575,7.725,0
"1813","GOC010",7.8,7.725,7.875,0
"1814","GOC010",7.95,7.875,8.025,0
"1815","GOC010",8.1,8.025,8.175,0
"1816","GOC025",0,-0.075,0.075,329
"1817","GOC025",0.15,0.075,0.225,76
"1818","GOC025",0.3,0.225,0.375,99
"1819","GOC025",0.45,0.375,0.525,106
"1820","GOC025",0.6,0.525,0.675,138
"1821","GOC025",0.75,0.675,0.825,152
"1822","GOC025",0.9,0.825,0.975,144
"1823","GOC025",1.05,0.975,1.125,160
"1824","GOC025",1.2,1.125,1.275,185
"1825","GOC025",1.35,1.275,1.425,148
"1826","GOC025",1.5,1.425,1.575,158
"1827","GOC025",1.65,1.575,1.725,123
"1828","GOC025",1.8,1.725,1.875,115
"1829","GOC025",1.95,1.875,2.025,84
"1830","GOC025",2.1,2.025,2.175,67
"1831","GOC025",2.25,2.175,2.325,50
"1832","GOC025",2.4,2.325,2.475,31
"1833","GOC025",2.55,2.475,2.625,41
"1834","GOC025",2.7,2.625,2.775,15
"1835","GOC025",2.85,2.775,2.925,15
"1836","GOC025",3,2.925,3.075,15
"1837","GOC025",3.15,3.075,3.225,8
"1838","GOC025",3.3,3.225,3.375,9
"1839","GOC025",3.45,3.375,3.525,4
"1840","GOC025",3.6,3.525,3.675,3
"1841","GOC025",3.75,3.675,3.825,2
"1842","GOC025",3.9,3.825,3.975,1
"1843","GOC025",4.05,3.975,4.125,1
"1844","GOC025",4.2,4.125,4.275,1
"1845","GOC025",4.35,4.275,4.425,1
"1846","GOC025",4.5,4.425,4.575,0
"1847","GOC025",4.65,4.575,4.725,1
"1848","GOC025",4.8,4.725,4.875,1
"1849","GOC025",4.95,4.875,5.025,0
"1850","GOC025",5.1,5.025,5.175,1
"1851","GOC025",5.25,5.175,5.325,0
"1852","GOC025",5.4,5.325,5.475,0
"1853","GOC025",5.55,5.475,5.625,0
"1854","GOC025",5.7,5.625,5.775,0
"1855","GOC025",5.85,5.775,5.925,0
"1856","GOC025",6,5.925,6.075,0
"1857","GOC025",6.15,6.075,6.225,0
"1858","GOC025",6.3,6.225,6.375,0
"1859","GOC025",6.45,6.375,6.525,0
"1860","GOC025",6.6,6.525,6.675,0
"1861","GOC025",6.75,6.675,6.825,0
"1862","GOC025",6.9,6.825,6.975,0
"1863","GOC025",7.05,6.975,7.125,0
"1864","GOC025",7.2,7.125,7.275,0
"1865","GOC025",7.35,7.275,7.425,0
"1866","GOC025",7.5,7.425,7.575,0
"1867","GOC025",7.65,7.575,7.725,0
"1868","GOC025",7.8,7.725,7.875,0
"1869","GOC025",7.95,7.875,8.025,0
"1870","GOC025",8.1,8.025,8.175,0
"1871","GOC038",0,-0.075,0.075,347
"1872","GOC038",0.15,0.075,0.225,87
"1873","GOC038",0.3,0.225,0.375,107
"1874","GOC038",0.45,0.375,0.525,90
"1875","GOC038",0.6,0.525,0.675,127
"1876","GOC038",0.75,0.675,0.825,147
"1877","GOC038",0.9,0.825,0.975,178
"1878","GOC038",1.05,0.975,1.125,172
"1879","GOC038",1.2,1.125,1.275,136
"1880","GOC038",1.35,1.275,1.425,161
"1881","GOC038",1.5,1.425,1.575,127
"1882","GOC038",1.65,1.575,1.725,137
"1883","GOC038",1.8,1.725,1.875,104
"1884","GOC038",1.95,1.875,2.025,88
"1885","GOC038",2.1,2.025,2.175,77
"1886","GOC038",2.25,2.175,2.325,39
"1887","GOC038",2.4,2.325,2.475,36
"1888","GOC038",2.55,2.475,2.625,35
"1889","GOC038",2.7,2.625,2.775,30
"1890","GOC038",2.85,2.775,2.925,20
"1891","GOC038",3,2.925,3.075,10
"1892","GOC038",3.15,3.075,3.225,9
"1893","GOC038",3.3,3.225,3.375,7
"1894","GOC038",3.45,3.375,3.525,1
"1895","GOC038",3.6,3.525,3.675,4
"1896","GOC038",3.75,3.675,3.825,4
"1897","GOC038",3.9,3.825,3.975,1
"1898","GOC038",4.05,3.975,4.125,0
"1899","GOC038",4.2,4.125,4.275,0
"1900","GOC038",4.35,4.275,4.425,1
"1901","GOC038",4.5,4.425,4.575,0
"1902","GOC038",4.65,4.575,4.725,0
"1903","GOC038",4.8,4.725,4.875,0
"1904","GOC038",4.95,4.875,5.025,1
"1905","GOC038",5.1,5.025,5.175,0
"1906","GOC038",5.25,5.175,5.325,0
"1907","GOC038",5.4,5.325,5.475,0
"1908","GOC038",5.55,5.475,5.625,1
"1909","GOC038",5.7,5.625,5.775,0
"1910","GOC038",5.85,5.775,5.925,0
"1911","GOC038",6,5.925,6.075,0
"1912","GOC038",6.15,6.075,6.225,0
"1913","GOC038",6.3,6.225,6.375,0
"1914","GOC038",6.45,6.375,6.525,0
"1915","GOC038",6.6,6.525,6.675,0
"1916","GOC038",6.75,6.675,6.825,0
"1917","GOC038",6.9,6.825,6.975,0
"1918","GOC038",7.05,6.975,7.125,0
"1919","GOC038",7.2,7.125,7.275,0
"1920","GOC038",7.35,7.275,7.425,0
"1921","GOC038",7.5,7.425,7.575,0
"1922","GOC038",7.65,7.575,7.725,0
"1923","GOC038",7.8,7.725,7.875,0
"1924","GOC038",7.95,7.875,8.025,0
"1925","GOC038",8.1,8.025,8.175,0
"1926","GOC050",0,-0.075,0.075,297
"1927","GOC050",0.15,0.075,0.225,108
"1928","GOC050",0.3,0.225,0.375,115
"1929","GOC050",0.45,0.375,0.525,111
"1930","GOC050",0.6,0.525,0.675,128
"1931","GOC050",0.75,0.675,0.825,164
"1932","GOC050",0.9,0.825,0.975,156
"1933","GOC050",1.05,0.975,1.125,139
"1934","GOC050",1.2,1.125,1.275,154
"1935","GOC050",1.35,1.275,1.425,151
"1936","GOC050",1.5,1.425,1.575,163
"1937","GOC050",1.65,1.575,1.725,147
"1938","GOC050",1.8,1.725,1.875,99
"1939","GOC050",1.95,1.875,2.025,80
"1940","GOC050",2.1,2.025,2.175,59
"1941","GOC050",2.25,2.175,2.325,54
"1942","GOC050",2.4,2.325,2.475,50
"1943","GOC050",2.55,2.475,2.625,33
"1944","GOC050",2.7,2.625,2.775,25
"1945","GOC050",2.85,2.775,2.925,11
"1946","GOC050",3,2.925,3.075,12
"1947","GOC050",3.15,3.075,3.225,6
"1948","GOC050",3.3,3.225,3.375,5
"1949","GOC050",3.45,3.375,3.525,6
"1950","GOC050",3.6,3.525,3.675,3
"1951","GOC050",3.75,3.675,3.825,4
"1952","GOC050",3.9,3.825,3.975,0
"1953","GOC050",4.05,3.975,4.125,0
"1954","GOC050",4.2,4.125,4.275,1
"1955","GOC050",4.35,4.275,4.425,1
"1956","GOC050",4.5,4.425,4.575,1
"1957","GOC050",4.65,4.575,4.725,1
"1958","GOC050",4.8,4.725,4.875,0
"1959","GOC050",4.95,4.875,5.025,0
"1960","GOC050",5.1,5.025,5.175,0
"1961","GOC050",5.25,5.175,5.325,0
"1962","GOC050",5.4,5.325,5.475,0
"1963","GOC050",5.55,5.475,5.625,0
"1964","GOC050",5.7,5.625,5.775,0
"1965","GOC050",5.85,5.775,5.925,0
"1966","GOC050",6,5.925,6.075,0
"1967","GOC050",6.15,6.075,6.225,0
"1968","GOC050",6.3,6.225,6.375,0
"1969","GOC050",6.45,6.375,6.525,0
"1970","GOC050",6.6,6.525,6.675,0
"1971","GOC050",6.75,6.675,6.825,0
"1972","GOC050",6.9,6.825,6.975,0
"1973","GOC050",7.05,6.975,7.125,0
"1974","GOC050",7.2,7.125,7.275,0
"1975","GOC050",7.35,7.275,7.425,0
"1976","GOC050",7.5,7.425,7.575,0
"1977","GOC050",7.65,7.575,7.725,0
"1978","GOC050",7.8,7.725,7.875,0
"1979","GOC050",7.95,7.875,8.025,0
"1980","GOC050",8.1,8.025,8.175,0
"1981","GOC053",0,-0.075,0.075,337
"1982","GOC053",0.15,0.075,0.225,82
"1983","GOC053",0.3,0.225,0.375,100
"1984","GOC053",0.45,0.375,0.525,92
"1985","GOC053",0.6,0.525,0.675,136
"1986","GOC053",0.75,0.675,0.825,128
"1987","GOC053",0.9,0.825,0.975,142
"1988","GOC053",1.05,0.975,1.125,167
"1989","GOC053",1.2,1.125,1.275,151
"1990","GOC053",1.35,1.275,1.425,162
"1991","GOC053",1.5,1.425,1.575,126
"1992","GOC053",1.65,1.575,1.725,136
"1993","GOC053",1.8,1.725,1.875,121
"1994","GOC053",1.95,1.875,2.025,94
"1995","GOC053",2.1,2.025,2.175,87
"1996","GOC053",2.25,2.175,2.325,58
"1997","GOC053",2.4,2.325,2.475,41
"1998","GOC053",2.55,2.475,2.625,33
"1999","GOC053",2.7,2.625,2.775,30
"2000","GOC053",2.85,2.775,2.925,18
"2001","GOC053",3,2.925,3.075,13
"2002","GOC053",3.15,3.075,3.225,8
"2003","GOC053",3.3,3.225,3.375,4
"2004","GOC053",3.45,3.375,3.525,5
"2005","GOC053",3.6,3.525,3.675,6
"2006","GOC053",3.75,3.675,3.825,2
"2007","GOC053",3.9,3.825,3.975,1
"2008","GOC053",4.05,3.975,4.125,1
"2009","GOC053",4.2,4.125,4.275,0
"2010","GOC053",4.35,4.275,4.425,0
"2011","GOC053",4.5,4.425,4.575,0
"2012","GOC053",4.65,4.575,4.725,1
"2013","GOC053",4.8,4.725,4.875,0
"2014","GOC053",4.95,4.875,5.025,1
"2015","GOC053",5.1,5.025,5.175,0
"2016","GOC053",5.25,5.175,5.325,0
"2017","GOC053",5.4,5.325,5.475,0
"2018","GOC053",5.55,5.475,5.625,0
"2019","GOC053",5.7,5.625,5.775,0
"2020","GOC053",5.85,5.775,5.925,0
"2021","GOC053",6,5.925,6.075,0
"2022","GOC053",6.15,6.075,6.225,0
"2023","GOC053",6.3,6.225,6.375,0
"2024","GOC053",6.45,6.375,6.525,0
"2025","GOC053",6.6,6.525,6.675,0
"2026","GOC053",6.75,6.675,6.825,1
"2027","GOC053",6.9,6.825,6.975,0
"2028","GOC053",7.05,6.975,7.125,0
"2029","GOC053",7.2,7.125,7.275,0
"2030","GOC053",7.35,7.275,7.425,0
"2031","GOC053",7.5,7.425,7.575,0
"2032","GOC053",7.65,7.575,7.725,0
"2033","GOC053",7.8,7.725,7.875,0
"2034","GOC053",7.95,7.875,8.025,0
"2035","GOC053",8.1,8.025,8.175,0
"2036","GOC063",0,-0.075,0.075,324
"2037","GOC063",0.15,0.075,0.225,75
"2038","GOC063",0.3,0.225,0.375,86
"2039","GOC063",0.45,0.375,0.525,109
"2040","GOC063",0.6,0.525,0.675,106
"2041","GOC063",0.75,0.675,0.825,140
"2042","GOC063",0.9,0.825,0.975,146
"2043","GOC063",1.05,0.975,1.125,152
"2044","GOC063",1.2,1.125,1.275,150
"2045","GOC063",1.35,1.275,1.425,148
"2046","GOC063",1.5,1.425,1.575,154
"2047","GOC063",1.65,1.575,1.725,152
"2048","GOC063",1.8,1.725,1.875,126
"2049","GOC063",1.95,1.875,2.025,86
"2050","GOC063",2.1,2.025,2.175,70
"2051","GOC063",2.25,2.175,2.325,64
"2052","GOC063",2.4,2.325,2.475,56
"2053","GOC063",2.55,2.475,2.625,35
"2054","GOC063",2.7,2.625,2.775,23
"2055","GOC063",2.85,2.775,2.925,26
"2056","GOC063",3,2.925,3.075,20
"2057","GOC063",3.15,3.075,3.225,9
"2058","GOC063",3.3,3.225,3.375,8
"2059","GOC063",3.45,3.375,3.525,8
"2060","GOC063",3.6,3.525,3.675,3
"2061","GOC063",3.75,3.675,3.825,1
"2062","GOC063",3.9,3.825,3.975,3
"2063","GOC063",4.05,3.975,4.125,1
"2064","GOC063",4.2,4.125,4.275,0
"2065","GOC063",4.35,4.275,4.425,0
"2066","GOC063",4.5,4.425,4.575,1
"2067","GOC063",4.65,4.575,4.725,0
"2068","GOC063",4.8,4.725,4.875,0
"2069","GOC063",4.95,4.875,5.025,2
"2070","GOC063",5.1,5.025,5.175,0
"2071","GOC063",5.25,5.175,5.325,0
"2072","GOC063",5.4,5.325,5.475,0
"2073","GOC063",5.55,5.475,5.625,0
"2074","GOC063",5.7,5.625,5.775,0
"2075","GOC063",5.85,5.775,5.925,0
"2076","GOC063",6,5.925,6.075,0
"2077","GOC063",6.15,6.075,6.225,0
"2078","GOC063",6.3,6.225,6.375,0
"2079","GOC063",6.45,6.375,6.525,0
"2080","GOC063",6.6,6.525,6.675,0
"2081","GOC063",6.75,6.675,6.825,0
"2082","GOC063",6.9,6.825,6.975,0
"2083","GOC063",7.05,6.975,7.125,0
"2084","GOC063",7.2,7.125,7.275,0
"2085","GOC063",7.35,7.275,7.425,0
"2086","GOC063",7.5,7.425,7.575,0
"2087","GOC063",7.65,7.575,7.725,0
"2088","GOC063",7.8,7.725,7.875,0
"2089","GOC063",7.95,7.875,8.025,0
"2090","GOC063",8.1,8.025,8.175,0
"2091","GOC068",0,-0.075,0.075,316
"2092","GOC068",0.15,0.075,0.225,95
"2093","GOC068",0.3,0.225,0.375,104
"2094","GOC068",0.45,0.375,0.525,102
"2095","GOC068",0.6,0.525,0.675,128
"2096","GOC068",0.75,0.675,0.825,140
"2097","GOC068",0.9,0.825,0.975,178
"2098","GOC068",1.05,0.975,1.125,162
"2099","GOC068",1.2,1.125,1.275,162
"2100","GOC068",1.35,1.275,1.425,160
"2101","GOC068",1.5,1.425,1.575,139
"2102","GOC068",1.65,1.575,1.725,123
"2103","GOC068",1.8,1.725,1.875,112
"2104","GOC068",1.95,1.875,2.025,74
"2105","GOC068",2.1,2.025,2.175,84
"2106","GOC068",2.25,2.175,2.325,54
"2107","GOC068",2.4,2.325,2.475,42
"2108","GOC068",2.55,2.475,2.625,39
"2109","GOC068",2.7,2.625,2.775,23
"2110","GOC068",2.85,2.775,2.925,22
"2111","GOC068",3,2.925,3.075,10
"2112","GOC068",3.15,3.075,3.225,5
"2113","GOC068",3.3,3.225,3.375,1
"2114","GOC068",3.45,3.375,3.525,4
"2115","GOC068",3.6,3.525,3.675,0
"2116","GOC068",3.75,3.675,3.825,0
"2117","GOC068",3.9,3.825,3.975,3
"2118","GOC068",4.05,3.975,4.125,1
"2119","GOC068",4.2,4.125,4.275,1
"2120","GOC068",4.35,4.275,4.425,0
"2121","GOC068",4.5,4.425,4.575,0
"2122","GOC068",4.65,4.575,4.725,0
"2123","GOC068",4.8,4.725,4.875,0
"2124","GOC068",4.95,4.875,5.025,0
"2125","GOC068",5.1,5.025,5.175,0
"2126","GOC068",5.25,5.175,5.325,0
"2127","GOC068",5.4,5.325,5.475,0
"2128","GOC068",5.55,5.475,5.625,0
"2129","GOC068",5.7,5.625,5.775,0
"2130","GOC068",5.85,5.775,5.925,0
"2131","GOC068",6,5.925,6.075,0
"2132","GOC068",6.15,6.075,6.225,0
"2133","GOC068",6.3,6.225,6.375,0
"2134","GOC068",6.45,6.375,6.525,0
"2135","GOC068",6.6,6.525,6.675,0
"2136","GOC068",6.75,6.675,6.825,0
"2137","GOC068",6.9,6.825,6.975,0
"2138","GOC068",7.05,6.975,7.125,0
"2139","GOC068",7.2,7.125,7.275,0
"2140","GOC068",7.35,7.275,7.425,0
"2141","GOC068",7.5,7.425,7.575,0
"2142","GOC068",7.65,7.575,7.725,0
"2143","GOC068",7.8,7.725,7.875,0
"2144","GOC068",7.95,7.875,8.025,0
"2145","GOC068",8.1,8.025,8.175,0
"2146","GOC071",0,-0.075,0.075,325
"2147","GOC071",0.15,0.075,0.225,83
"2148","GOC071",0.3,0.225,0.375,94
"2149","GOC071",0.45,0.375,0.525,104
"2150","GOC071",0.6,0.525,0.675,128
"2151","GOC071",0.75,0.675,0.825,163
"2152","GOC071",0.9,0.825,0.975,158
"2153","GOC071",1.05,0.975,1.125,150
"2154","GOC071",1.2,1.125,1.275,171
"2155","GOC071",1.35,1.275,1.425,163
"2156","GOC071",1.5,1.425,1.575,141
"2157","GOC071",1.65,1.575,1.725,136
"2158","GOC071",1.8,1.725,1.875,103
"2159","GOC071",1.95,1.875,2.025,86
"2160","GOC071",2.1,2.025,2.175,62
"2161","GOC071",2.25,2.175,2.325,45
"2162","GOC071",2.4,2.325,2.475,49
"2163","GOC071",2.55,2.475,2.625,34
"2164","GOC071",2.7,2.625,2.775,31
"2165","GOC071",2.85,2.775,2.925,15
"2166","GOC071",3,2.925,3.075,10
"2167","GOC071",3.15,3.075,3.225,8
"2168","GOC071",3.3,3.225,3.375,7
"2169","GOC071",3.45,3.375,3.525,6
"2170","GOC071",3.6,3.525,3.675,7
"2171","GOC071",3.75,3.675,3.825,2
"2172","GOC071",3.9,3.825,3.975,1
"2173","GOC071",4.05,3.975,4.125,0
"2174","GOC071",4.2,4.125,4.275,0
"2175","GOC071",4.35,4.275,4.425,1
"2176","GOC071",4.5,4.425,4.575,0
"2177","GOC071",4.65,4.575,4.725,1
"2178","GOC071",4.8,4.725,4.875,0
"2179","GOC071",4.95,4.875,5.025,0
"2180","GOC071",5.1,5.025,5.175,0
"2181","GOC071",5.25,5.175,5.325,0
"2182","GOC071",5.4,5.325,5.475,0
"2183","GOC071",5.55,5.475,5.625,0
"2184","GOC071",5.7,5.625,5.775,0
"2185","GOC071",5.85,5.775,5.925,0
"2186","GOC071",6,5.925,6.075,0
"2187","GOC071",6.15,6.075,6.225,0
"2188","GOC071",6.3,6.225,6.375,0
"2189","GOC071",6.45,6.375,6.525,0
"2190","GOC071",6.6,6.525,6.675,0
"2191","GOC071",6.75,6.675,6.825,0
"2192","GOC071",6.9,6.825,6.975,0
"2193","GOC071",7.05,6.975,7.125,0
"2194","GOC071",7.2,7.125,7.275,0
"2195","GOC071",7.35,7.275,7.425,0
"2196","GOC071",7.5,7.425,7.575,0
"2197","GOC071",7.65,7.575,7.725,0
"2198","GOC071",7.8,7.725,7.875,0
"2199","GOC071",7.95,7.875,8.025,0
"2200","GOC071",8.1,8.025,8.175,0
"2201","GOC077",0,-0.075,0.075,287
"2202","GOC077",0.15,0.075,0.225,78
"2203","GOC077",0.3,0.225,0.375,111
"2204","GOC077",0.45,0.375,0.525,101
"2205","GOC077",0.6,0.525,0.675,134
"2206","GOC077",0.75,0.675,0.825,139
"2207","GOC077",0.9,0.825,0.975,152
"2208","GOC077",1.05,0.975,1.125,166
"2209","GOC077",1.2,1.125,1.275,154
"2210","GOC077",1.35,1.275,1.425,152
"2211","GOC077",1.5,1.425,1.575,141
"2212","GOC077",1.65,1.575,1.725,158
"2213","GOC077",1.8,1.725,1.875,105
"2214","GOC077",1.95,1.875,2.025,95
"2215","GOC077",2.1,2.025,2.175,82
"2216","GOC077",2.25,2.175,2.325,51
"2217","GOC077",2.4,2.325,2.475,47
"2218","GOC077",2.55,2.475,2.625,32
"2219","GOC077",2.7,2.625,2.775,30
"2220","GOC077",2.85,2.775,2.925,15
"2221","GOC077",3,2.925,3.075,13
"2222","GOC077",3.15,3.075,3.225,11
"2223","GOC077",3.3,3.225,3.375,10
"2224","GOC077",3.45,3.375,3.525,9
"2225","GOC077",3.6,3.525,3.675,3
"2226","GOC077",3.75,3.675,3.825,4
"2227","GOC077",3.9,3.825,3.975,0
"2228","GOC077",4.05,3.975,4.125,0
"2229","GOC077",4.2,4.125,4.275,1
"2230","GOC077",4.35,4.275,4.425,0
"2231","GOC077",4.5,4.425,4.575,2
"2232","GOC077",4.65,4.575,4.725,1
"2233","GOC077",4.8,4.725,4.875,0
"2234","GOC077",4.95,4.875,5.025,0
"2235","GOC077",5.1,5.025,5.175,0
"2236","GOC077",5.25,5.175,5.325,0
"2237","GOC077",5.4,5.325,5.475,0
"2238","GOC077",5.55,5.475,5.625,0
"2239","GOC077",5.7,5.625,5.775,0
"2240","GOC077",5.85,5.775,5.925,0
"2241","GOC077",6,5.925,6.075,0
"2242","GOC077",6.15,6.075,6.225,0
"2243","GOC077",6.3,6.225,6.375,0
"2244","GOC077",6.45,6.375,6.525,0
"2245","GOC077",6.6,6.525,6.675,0
"2246","GOC077",6.75,6.675,6.825,0
"2247","GOC077",6.9,6.825,6.975,0
"2248","GOC077",7.05,6.975,7.125,0
"2249","GOC077",7.2,7.125,7.275,0
"2250","GOC077",7.35,7.275,7.425,0
"2251","GOC077",7.5,7.425,7.575,0
"2252","GOC077",7.65,7.575,7.725,0
"2253","GOC077",7.8,7.725,7.875,0
"2254","GOC077",7.95,7.875,8.025,0
"2255","GOC077",8.1,8.025,8.175,0
"2256","GOC080",0,-0.075,0.075,345
"2257","GOC080",0.15,0.075,0.225,97
"2258","GOC080",0.3,0.225,0.375,94
"2259","GOC080",0.45,0.375,0.525,109
"2260","GOC080",0.6,0.525,0.675,115
"2261","GOC080",0.75,0.675,0.825,160
"2262","GOC080",0.9,0.825,0.975,164
"2263","GOC080",1.05,0.975,1.125,163
"2264","GOC080",1.2,1.125,1.275,169
"2265","GOC080",1.35,1.275,1.425,140
"2266","GOC080",1.5,1.425,1.575,159
"2267","GOC080",1.65,1.575,1.725,106
"2268","GOC080",1.8,1.725,1.875,104
"2269","GOC080",1.95,1.875,2.025,68
"2270","GOC080",2.1,2.025,2.175,81
"2271","GOC080",2.25,2.175,2.325,48
"2272","GOC080",2.4,2.325,2.475,37
"2273","GOC080",2.55,2.475,2.625,27
"2274","GOC080",2.7,2.625,2.775,25
"2275","GOC080",2.85,2.775,2.925,15
"2276","GOC080",3,2.925,3.075,22
"2277","GOC080",3.15,3.075,3.225,12
"2278","GOC080",3.3,3.225,3.375,7
"2279","GOC080",3.45,3.375,3.525,3
"2280","GOC080",3.6,3.525,3.675,4
"2281","GOC080",3.75,3.675,3.825,3
"2282","GOC080",3.9,3.825,3.975,2
"2283","GOC080",4.05,3.975,4.125,2
"2284","GOC080",4.2,4.125,4.275,0
"2285","GOC080",4.35,4.275,4.425,0
"2286","GOC080",4.5,4.425,4.575,0
"2287","GOC080",4.65,4.575,4.725,0
"2288","GOC080",4.8,4.725,4.875,1
"2289","GOC080",4.95,4.875,5.025,0
"2290","GOC080",5.1,5.025,5.175,0
"2291","GOC080",5.25,5.175,5.325,0
"2292","GOC080",5.4,5.325,5.475,0
"2293","GOC080",5.55,5.475,5.625,1
"2294","GOC080",5.7,5.625,5.775,0
"2295","GOC080",5.85,5.775,5.925,0
"2296","GOC080",6,5.925,6.075,1
"2297","GOC080",6.15,6.075,6.225,0
"2298","GOC080",6.3,6.225,6.375,0
"2299","GOC080",6.45,6.375,6.525,0
"2300","GOC080",6.6,6.525,6.675,0
"2301","GOC080",6.75,6.675,6.825,0
"2302","GOC080",6.9,6.825,6.975,0
"2303","GOC080",7.05,6.975,7.125,0
"2304","GOC080",7.2,7.125,7.275,0
"2305","GOC080",7.35,7.275,7.425,0
"2306","GOC080",7.5,7.425,7.575,0
"2307","GOC080",7.65,7.575,7.725,0
"2308","GOC080",7.8,7.725,7.875,0
"2309","GOC080",7.95,7.875,8.025,0
"2310","GOC080",8.1,8.025,8.175,0
"2311","GOC082",0,-0.075,0.075,328
"2312","GOC082",0.15,0.075,0.225,114
"2313","GOC082",0.3,0.225,0.375,126
"2314","GOC082",0.45,0.375,0.525,101
"2315","GOC082",0.6,0.525,0.675,107
"2316","GOC082",0.75,0.675,0.825,151
"2317","GOC082",0.9,0.825,0.975,162
"2318","GOC082",1.05,0.975,1.125,157
"2319","GOC082",1.2,1.125,1.275,155
"2320","GOC082",1.35,1.275,1.425,142
"2321","GOC082",1.5,1.425,1.575,144
"2322","GOC082",1.65,1.575,1.725,112
"2323","GOC082",1.8,1.725,1.875,117
"2324","GOC082",1.95,1.875,2.025,85
"2325","GOC082",2.1,2.025,2.175,64
"2326","GOC082",2.25,2.175,2.325,54
"2327","GOC082",2.4,2.325,2.475,37
"2328","GOC082",2.55,2.475,2.625,39
"2329","GOC082",2.7,2.625,2.775,33
"2330","GOC082",2.85,2.775,2.925,18
"2331","GOC082",3,2.925,3.075,5
"2332","GOC082",3.15,3.075,3.225,10
"2333","GOC082",3.3,3.225,3.375,6
"2334","GOC082",3.45,3.375,3.525,5
"2335","GOC082",3.6,3.525,3.675,6
"2336","GOC082",3.75,3.675,3.825,2
